model,persona_id,country,sex,age_group,education,response_idx,raw_response,parsed_value
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,30,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,31,6,6
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,32,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,33,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,34,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,35,6,6
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,36,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,37,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,38,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,39,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,40,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,41,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,42,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,43,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,44,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,45,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,46,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,47,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,48,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,49,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,50,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,51,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,52,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,53,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,54,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,55,6,6
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,56,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,57,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,58,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,59,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,60,6,6
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,61,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,62,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,63,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,64,6,6
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,65,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,66,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,67,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,68,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,69,6,6
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,70,6,6
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,71,6,6
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,72,6,6
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,73,6,6
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,74,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,75,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,76,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,77,6,6
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,78,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,79,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,80,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,81,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,82,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,83,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,84,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,85,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,86,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,87,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,88,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,89,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,90,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,91,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,92,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,93,6,6
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,94,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,95,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,96,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,97,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,98,5,5
qwen_lora,CHN_Female_18-29_Higher,CHN,Female,18-29,Higher,99,5,5
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,0,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,1,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,2,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,3,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,4,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,5,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,6,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,7,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,8,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,9,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,10,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,11,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,12,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,13,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,14,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,15,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,16,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,17,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,18,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,19,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,20,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,21,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,22,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,23,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,24,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,25,8,8
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,26,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,27,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,28,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,29,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,30,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,31,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,32,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,33,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,34,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,35,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,36,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,37,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,38,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,39,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,40,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,41,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,42,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,43,8,8
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,44,6,6
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,45,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,46,6,6
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,47,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,48,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,49,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,50,6,6
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,51,8,8
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,52,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,53,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,54,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,55,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,56,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,57,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,58,6,6
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,59,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,60,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,61,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,62,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,63,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,64,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,65,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,66,6,6
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,67,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,68,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,69,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,70,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,71,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,72,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,73,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,74,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,75,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,76,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,77,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,78,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,79,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,80,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,81,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,82,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,83,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,84,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,85,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,86,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,87,6,6
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,88,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,89,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,90,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,91,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,92,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,93,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,94,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,95,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,96,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,97,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,98,7,7
qwen_lora,CHN_Female_18-29_Lower,CHN,Female,18-29,Lower,99,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,0,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,1,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,2,5,5
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,3,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,4,5,5
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,5,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,6,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,7,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,8,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,9,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,10,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,11,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,12,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,13,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,14,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,15,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,16,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,17,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,18,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,19,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,20,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,21,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,22,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,23,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,24,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,25,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,26,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,27,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,28,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,29,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,30,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,31,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,32,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,33,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,34,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,35,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,36,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,37,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,38,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,39,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,40,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,41,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,42,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,43,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,44,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,45,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,46,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,47,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,48,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,49,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,50,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,51,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,52,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,53,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,54,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,55,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,56,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,57,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,58,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,59,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,60,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,61,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,62,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,63,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,64,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,65,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,66,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,67,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,68,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,69,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,70,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,71,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,72,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,73,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,74,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,75,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,76,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,77,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,78,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,79,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,80,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,81,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,82,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,83,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,84,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,85,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,86,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,87,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,88,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,89,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,90,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,91,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,92,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,93,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,94,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,95,6,6
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,96,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,97,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,98,7,7
qwen_lora,CHN_Female_18-29_Medium,CHN,Female,18-29,Medium,99,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,0,7,7
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,1,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,2,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,3,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,4,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,5,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,6,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,7,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,8,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,9,7,7
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,10,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,11,7,7
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,12,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,13,7,7
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,14,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,15,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,16,7,7
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,17,7,7
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,18,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,19,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,20,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,21,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,22,6,6
qwen_lora,CHN_Female_30-49_Higher,CHN,Female,30-49,Higher,23,7,7
