persona_id,country,sex,age_group,education,n_respondents,question_id,question_text,scale_description,mean_response
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q147,How worried are you about a terrorist attack?,"1=Very much, 2=A good deal, 3=Not much, 4=Not at all",2.39
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q149,"If you had to choose between freedom and equality, which would you consider more important?","1=Freedom, 2=Equality",1.65
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q150,"If you had to choose between freedom and security, which would you consider more important?","1=Freedom, 2=Security",1.83
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q151,"If it came to that, would you be willing to fight for your country?","1=Yes, 2=No",1.09
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q152,What should be the most important aim of the country for the next ten years? (First choice),"1=High economic growth, 2=Strong defense, 3=More say in jobs/community, 4=More beautiful cities",2.24
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q153,What should be the most important aim of the country for the next ten years? (Second choice),"1=High economic growth, 2=Strong defense, 3=More say in jobs/community, 4=More beautiful cities",2.45
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q154,Which is most important? (First choice),"1=Maintaining order, 2=Giving people more say, 3=Fighting rising prices, 4=Protecting free speech",2.1
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q155,Which is most important? (Second choice),"1=Maintaining order, 2=Giving people more say, 3=Fighting rising prices, 4=Protecting free speech",2.25
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q156,Which is most important? (First choice),"1=Stable economy, 2=More humane society, 3=Ideas count more than money, 4=Fight against crime",1.77
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q157,Which is most important? (Second choice),"1=Stable economy, 2=More humane society, 3=Ideas count more than money, 4=Fight against crime",2.56
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q158,"Science and technology are making our lives healthier, easier, and more comfortable.",1=Completely disagree to 10=Completely agree,8.54
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q159,"Because of science and technology, there will be more opportunities for the next generation.",1=Completely disagree to 10=Completely agree,8.4
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q16,Do you consider not being selfish (unselfishness) to be especially important for children to learn at home?,"1=Mentioned, 2=Not mentioned",1.67
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q161,One of the bad effects of science is that it breaks down people's ideas of right and wrong.,1=Completely disagree to 10=Completely agree,4.9
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q162,It is not important for me to know about science in my daily life.,1=Completely disagree to 10=Completely agree,2.34
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q163,Would you say the world is better off or worse off because of science and technology?,1=A lot worse off to 10=A lot better off,8.62
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q17,Do you consider obedience to be especially important for children to learn at home?,"1=Mentioned, 2=Not mentioned",1.96
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q176,How much do you agree that one often has trouble deciding which moral rules are right?,1=Completely agree to 10=Completely disagree,5.01
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q177,Can claiming government benefits to which you are not entitled ever be justified?,1=Never justifiable to 10=Always justifiable,2.96
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q178,Can avoiding a fare on public transport ever be justified?,1=Never justifiable to 10=Always justifiable,1.63
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q179,Can stealing property ever be justified?,1=Never justifiable to 10=Always justifiable,1.37
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q18,Would you not like to have drug addicts as neighbors?,"1=Mentioned, 2=Not mentioned",1.03
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q180,Can cheating on taxes ever be justified?,1=Never justifiable to 10=Always justifiable,1.52
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q181,Can someone accepting a bribe in the course of their duties ever be justified?,1=Never justifiable to 10=Always justifiable,1.73
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q182,Can homosexuality ever be justified?,1=Never justifiable to 10=Always justifiable,2.58
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q183,Can prostitution ever be justified?,1=Never justifiable to 10=Always justifiable,1.69
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q184,Can abortion ever be justified?,1=Never justifiable to 10=Always justifiable,2.98
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q185,Can divorce ever be justified?,1=Never justifiable to 10=Always justifiable,4.16
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q186,Can sex before marriage ever be justified?,1=Never justifiable to 10=Always justifiable,4.91
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q187,Can suicide ever be justified?,1=Never justifiable to 10=Always justifiable,2.12
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q188,Can euthanasia ever be justified?,1=Never justifiable to 10=Always justifiable,4.85
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q189,Can a man beating his wife ever be justified?,1=Never justifiable to 10=Always justifiable,1.92
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q19,Would you not like to have people of a different race as neighbors?,"1=Mentioned, 2=Not mentioned",1.9
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q190,Can parents beating children ever be justified?,1=Never justifiable to 10=Always justifiable,3.47
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q191,Can violence against other people ever be justified?,1=Never justifiable to 10=Always justifiable,1.95
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q192,"Can terrorism as a political, ideological or religious means ever be justified?",1=Never justifiable to 10=Always justifiable,1.26
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q193,Can having casual sex ever be justified?,1=Never justifiable to 10=Always justifiable,1.74
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q194,Can political violence ever be justified?,1=Never justifiable to 10=Always justifiable,1.42
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q195,Can the death penalty ever be justified?,1=Never justifiable to 10=Always justifiable,6.36
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q196,Should the government have the right to keep people under video surveillance in public areas?,"1=Definitely should, 2=Probably should, 3=Probably should not, 4=Definitely should not",1.91
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q197,Should the government have the right to monitor all e-mails and information on the Internet?,"1=Definitely should, 2=Probably should, 3=Probably should not, 4=Definitely should not",2.44
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q198,Should the government have the right to collect information about anyone without their knowledge?,"1=Definitely should, 2=Probably should, 3=Probably should not, 4=Definitely should not",2.56
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q199,How interested would you say you are in politics?,"1=Very interested, 2=Somewhat interested, 3=Not very interested, 4=Not at all interested",2.5
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q2,How important are friends in your life?,"1=Very important, 2=Rather important, 3=Not very important, 4=Not at all important",1.65
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q20,Would you not like to have people who have AIDS as neighbors?,"1=Mentioned, 2=Not mentioned",1.26
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q200,"When you get together with friends, do you discuss political matters?","1=Frequently, 2=Occasionally, 3=Never",2.11
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q201,How often do you use daily newspapers to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",3.98
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q202,How often do you use TV news to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",2.02
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q203,How often do you use radio news to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",4
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q204,How often do you use mobile phone to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",1.44
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q205,How often do you use email to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",3.75
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q206,How often do you use the Internet to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",2.62
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q207,"How often do you use social media (Facebook, Twitter, etc.) to obtain information?","1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",1.68
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q208,How often do you talk with friends or colleagues to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",2.14
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q209,"Have you signed a petition, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",2.32
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q21,Would you not like to have immigrants/foreign workers as neighbors?,"1=Mentioned, 2=Not mentioned",1.81
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q210,"Have you joined in boycotts, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",2.48
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q211,"Have you attended peaceful demonstrations, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",2.58
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q212,"Have you joined strikes, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",2.59
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q213,"Have you donated to a group or campaign, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",1.54
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q214,"Have you contacted a government official, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",2.36
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q215,"Have you encouraged others to take action about political issues, might you, or would you never?","1=Have done, 2=Might do, 3=Would never do",2.83
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q216,"Have you encouraged others to vote, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",2.38
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q217,"Have you searched online for information about politics, might you, or would you never?","1=Have done, 2=Might do, 3=Would never do",1.99
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q218,"Have you signed an electronic petition, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",2.54
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q219,"Have you encouraged others online to take political action, might you, or would you never?","1=Have done, 2=Might do, 3=Would never do",2.78
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q22,Would you not like to have homosexuals as neighbors?,"1=Mentioned, 2=Not mentioned",1.32
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q220,"Have you organized political activities or protests online, might you, or would you never?","1=Have done, 2=Might do, 3=Would never do",2.82
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q221,"When elections take place at the local level, do you vote always, usually, or never?","1=Always, 2=Usually, 3=Never, 4=Not allowed to vote",2.69
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q23,Would you not like to have people of a different religion as neighbors?,"1=Mentioned, 2=Not mentioned",1.82
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q235,Having a strong leader who does not have to bother with parliament and elections — is this good or bad?,"1=Very good, 2=Fairly good, 3=Fairly bad, 4=Very bad",2.7
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q236,"Having experts, not government, make decisions — is this good or bad?","1=Very good, 2=Fairly good, 3=Fairly bad, 4=Very bad",2.81
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q237,Having the army rule — is this good or bad?,"1=Very good, 2=Fairly good, 3=Fairly bad, 4=Very bad",2.76
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q238,Having a democratic political system — is this good or bad?,"1=Very good, 2=Fairly good, 3=Fairly bad, 4=Very bad",1.67
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q24,Would you not like to have heavy drinkers as neighbors?,"1=Mentioned, 2=Not mentioned",1.2
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q241,How essential is it for democracy that governments tax the rich and subsidize the poor?,1=Not essential to 10=Essential,5.57
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q243,How essential is it for democracy that people choose their leaders in free elections?,1=Not essential to 10=Essential,7.51
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q244,How essential is it for democracy that people receive state aid for unemployment?,1=Not essential to 10=Essential,8.11
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q245,How essential is it for democracy that the army takes over when government is incompetent?,1=Not essential to 10=Essential,5.66
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q246,How essential is it for democracy that civil rights protect people from state oppression?,1=Not essential to 10=Essential,8.56
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q247,How essential is it for democracy that the state makes people's incomes equal?,1=Not essential to 10=Essential,7.43
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q248,How essential is it for democracy that people obey their rulers?,1=Not essential to 10=Essential,5.61
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q249,How essential is it for democracy that women have the same rights as men?,1=Not essential to 10=Essential,9.04
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q25,Would you not like to have unmarried couples living together as neighbors?,"1=Mentioned, 2=Not mentioned",1.74
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q250,How important is it for you to live in a country that is governed democratically?,1=Not at all important to 10=Absolutely important,8.84
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q251,How democratically is this country being governed today?,1=Not at all democratic to 10=Completely democratic,6.78
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q252,How satisfied are you with how the political system is functioning in your country?,1=Not satisfied at all to 10=Completely satisfied,7.35
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q253,How much respect is there for individual human rights in this country?,"1=A great deal, 2=Fairly much, 3=Not much, 4=No respect at all",1.92
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q254,How proud are you to be a citizen of your country?,"1=Very proud, 2=Quite proud, 3=Not very proud, 4=Not at all proud",1.74
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q255,"How close do you feel to your village, town, or city?","1=Very close, 2=Close, 3=Not very close, 4=Not close at all",1.73
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q256,"How close do you feel to your county, region, or district?","1=Very close, 2=Close, 3=Not very close, 4=Not close at all",2.01
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q257,How close do you feel to your country?,"1=Very close, 2=Close, 3=Not very close, 4=Not close at all",1.78
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q258,How close do you feel to your continent?,"1=Very close, 2=Close, 3=Not very close, 4=Not close at all",2.64
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q259,How close do you feel to the world?,"1=Very close, 2=Close, 3=Not very close, 4=Not close at all",2.76
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q26,Would you not like to have people who speak a different language as neighbors?,"1=Mentioned, 2=Not mentioned",1.91
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q27,One of my main goals in life has been to make my parents proud.,"1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree",2.19
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q28,"When a mother works for pay, the children suffer.","1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree",2.33
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q29,"On the whole, men make better political leaders than women do.","1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree",2.39
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q3,How important is leisure time in your life?,"1=Very important, 2=Rather important, 3=Not very important, 4=Not at all important",1.96
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q30,A university education is more important for a boy than for a girl.,"1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree",2.9
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q31,"On the whole, men make better business executives than women do.","1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree",2.61
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q32,Being a housewife is just as fulfilling as working for pay.,"1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree",2.28
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q33,"When jobs are scarce, men should have more right to a job than women.","1=Agree strongly, 2=Agree, 3=Neither agree nor disagree, 4=Disagree, 5=Disagree strongly",2.9
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q34,"When jobs are scarce, employers should give priority to people of this country over immigrants.","1=Agree strongly, 2=Agree, 3=Neither agree nor disagree, 4=Disagree, 5=Disagree strongly",2.34
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q35,"If a woman earns more money than her husband, it is almost certain to cause problems.","1=Agree strongly, 2=Agree, 3=Neither agree nor disagree, 4=Disagree, 5=Disagree strongly",3.43
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q36,Homosexual couples are as good parents as other couples.,"1=Agree strongly, 2=Agree, 3=Neither agree nor disagree, 4=Disagree, 5=Disagree strongly",3.74
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q37,It is a duty towards society to have children.,"1=Agree strongly, 2=Agree, 3=Neither agree nor disagree, 4=Disagree, 5=Disagree strongly",2.28
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q38,Adult children have the duty to provide long-term care for their parents.,"1=Agree strongly, 2=Agree, 3=Neither agree nor disagree, 4=Disagree, 5=Disagree strongly",1.32
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q39,People who don't work turn lazy.,"1=Agree strongly, 2=Agree, 3=Neither agree nor disagree, 4=Disagree, 5=Disagree strongly",1.85
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q4,How important is politics in your life?,"1=Very important, 2=Rather important, 3=Not very important, 4=Not at all important",2.51
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q40,Work is a duty towards society.,"1=Agree strongly, 2=Agree, 3=Neither agree nor disagree, 4=Disagree, 5=Disagree strongly",2.01
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q41,"Work should always come first, even if it means less spare time.","1=Agree strongly, 2=Agree, 3=Neither agree nor disagree, 4=Disagree, 5=Disagree strongly",2.16
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q42,Which best describes your attitude toward society?,"1=Must be radically changed by revolution, 2=Must be gradually improved by reforms, 3=Must be valiantly defended against subversive forces",1.95
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q43,"Less importance placed on work in our lives — would this be a good thing, bad thing, or don't you mind?","1=Good, 2=Don't mind, 3=Bad",2.26
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q44,"More emphasis on the development of technology — would this be a good thing, bad thing, or don't you mind?","1=Good, 2=Don't mind, 3=Bad",1.04
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q45,"Greater respect for authority — would this be a good thing, bad thing, or don't you mind?","1=Good, 2=Don't mind, 3=Bad",1.64
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q46,"Taking all things together, would you say you are happy?","1=Very happy, 2=Rather happy, 3=Not very happy, 4=Not at all happy",1.95
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q47,"All in all, how would you describe your state of health these days?","1=Very good, 2=Good, 3=Fair, 4=Poor, 5=Very poor",2.1
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q48,How much freedom of choice and control do you feel you have over the way your life turns out?,1=No choice at all to 10=A great deal of choice,7.12
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q49,"All things considered, how satisfied are you with your life as a whole these days?",1=Completely dissatisfied to 10=Completely satisfied,7.21
