persona_id,country,sex,age_group,education,n_respondents,question_id,mean_response
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q253,1.92
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q254,1.74
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q255,1.73
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q256,2.01
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q257,1.78
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q258,2.64
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q259,2.76
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q26,1.91
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q27,2.19
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q28,2.33
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q29,2.39
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q3,1.96
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q30,2.9
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q31,2.61
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q32,2.28
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q33,2.9
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q34,2.34
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q35,3.43
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q36,3.74
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q37,2.28
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q38,1.32
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q39,1.85
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q4,2.51
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q40,2.01
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q41,2.16
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q42,1.95
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q43,2.26
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q44,1.04
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q45,1.64
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q46,1.95
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q47,2.1
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q48,7.12
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q49,7.21
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q5,1.57
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q50,6.31
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q51,3.95
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q52,3.72
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q53,3.76
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q54,3.82
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q55,3.93
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q56,1.18
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q57,1.26
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q58,1.09
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q59,2.07
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q60,1.96
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q61,3.12
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q62,3.04
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q63,3.12
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q65,1.55
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q66,2.36
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q67,2.33
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q68,2.38
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q69,2.01
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q7,1.2
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q70,1.92
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q71,1.57
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q72,1.79
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q73,1.69
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q74,1.93
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q75,1.87
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q76,2.45
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q77,2.25
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q78,1.96
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q79,2.18
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q8,1.2
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q80,2.09
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q81,2.28
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q9,1.34
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q95,0.09
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q96,0.07
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q97,0.22
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q98,0.18
CHN_Male_30-49_Medium,CHN,Male,30-49,Medium,137,Q99,0.04
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q1,1.16
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q10,1.24
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q100,0.02
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q101,0.04
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q102,0.04
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q103,0.07
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q104,0.04
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q105,0.01
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q106,5.4
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q107,6.08
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q108,5.13
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q109,3.32
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q11,1.78
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q110,3.65
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q111,1.43
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q112,6.68
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q113,2.02
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q114,2.24
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q115,2.34
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q116,2.17
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q117,1.96
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q118,2.8
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q119,2.28
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q12,1.49
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q120,6.47
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q121,3.55
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q122,1.37
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q123,1.52
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q124,0.96
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q126,0.69
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q127,1.42
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q128,0.95
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q129,0.77
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q13,1.47
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q131,1.71
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q14,1.83
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q142,2.38
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q143,2.06
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q144,1.95
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q145,1.96
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q146,2.36
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q147,2.33
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q149,1.7
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q150,1.93
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q151,1.09
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q152,2.2
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q153,2.4
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q154,2.09
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q155,2.33
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q156,2.02
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q157,2.6
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q158,8.75
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q159,8.55
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q16,1.71
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q161,4.72
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q162,2.77
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q163,8.9
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q17,1.93
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q176,4.68
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q177,3.14
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q178,1.8
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q179,1.25
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q18,1.02
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q180,1.5
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q181,1.6
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q182,1.71
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q183,1.37
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q184,2.33
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q185,3.39
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q186,3.27
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q187,2
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q188,3.96
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q189,1.68
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q19,1.76
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q190,3.47
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q191,1.55
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q192,1.21
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q193,1.38
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q194,1.45
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q195,6.07
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q196,1.81
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q197,2.19
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q198,2.49
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q199,2.3
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q2,1.75
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q20,1.16
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q200,2.25
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q201,4.16
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q202,1.44
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q203,4.22
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q204,2.38
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q205,4.73
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q206,4.37
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q207,3.22
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q208,2.75
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q209,2.48
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q21,1.7
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q210,2.73
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q211,2.72
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q212,2.79
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q213,1.64
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q214,2.62
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q215,2.88
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q216,2.67
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q217,2.55
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q218,2.85
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q219,2.91
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q22,1.17
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q220,2.91
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q221,2.58
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q23,1.61
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q235,2.6
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q236,2.51
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q237,2.56
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q238,1.74
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q24,1.22
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q241,6.71
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q243,7.83
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q244,8.17
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q245,6.14
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q246,8.67
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q247,8.13
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q248,6.8
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q249,8.92
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q25,1.5
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q250,8.84
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q251,7.2
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q252,7.71
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q253,1.82
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q254,1.65
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q255,1.86
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q256,1.99
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q257,1.66
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q258,2.52
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q259,2.73
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q26,1.74
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q27,1.89
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q28,2.44
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q29,2.39
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q3,2.17
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q30,2.84
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q31,2.62
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q32,2.07
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q33,2.57
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q34,2.19
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q35,3.46
CHN_Male_50-64_Lower,CHN,Male,50-64,Lower,256,Q36,3.85
