persona_id,country,sex,age_group,education,n_respondents,question_id,question_text,scale_description,mean_response
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q114,How many business executives do you believe are involved in corruption?,"1=None of them, 2=Few of them, 3=Most of them, 4=All of them",2.48
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q115,How many local authorities do you believe are involved in corruption?,"1=None of them, 2=Few of them, 3=Most of them, 4=All of them",2.27
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q116,How many civil service providers do you believe are involved in corruption?,"1=None of them, 2=Few of them, 3=Most of them, 4=All of them",2.3
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q117,How many journalists and media do you believe are involved in corruption?,"1=None of them, 2=Few of them, 3=Most of them, 4=All of them",2.55
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q118,How often do ordinary people have to pay a bribe to get services?,"1=Never, 2=Rarely, 3=Frequently, 4=Always",2.1
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q119,"Do you agree that on the whole, women are less corrupt than men?","1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree, 0=Hard to say",1.8
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q12,Do you consider tolerance and respect for other people to be especially important for children to learn at home?,"1=Mentioned, 2=Not mentioned",1.3
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q120,How high is the risk of being held accountable for bribery in this country?,1=No risk at all to 10=Very high risk,5.66
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q121,How would you evaluate the impact of immigrants on the development of your country?,"1=Very bad, 2=Quite bad, 3=Neither good nor bad, 4=Quite good, 5=Very good",3.3
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q122,Immigration fills important job vacancies.,"0=Disagree, 1=Hard to say, 2=Agree",1.37
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q123,Immigration strengthens cultural diversity.,"0=Disagree, 1=Hard to say, 2=Agree",1.48
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q124,Immigration increases the crime rate.,"0=Disagree, 1=Hard to say, 2=Agree",1.02
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q125,Immigration gives asylum to political refugees persecuted elsewhere.,"0=Disagree, 1=Hard to say, 2=Agree",1.2
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q126,Immigration increases the risks of terrorism.,"0=Disagree, 1=Hard to say, 2=Agree",1.07
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q127,Immigration offers people from poor countries a better living.,"0=Disagree, 1=Hard to say, 2=Agree",1.34
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q128,Immigration increases unemployment.,"0=Disagree, 1=Hard to say, 2=Agree",1.07
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q129,Immigration leads to social conflict.,"0=Disagree, 1=Hard to say, 2=Agree",1.24
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q13,"Do you consider thrift, saving money and things to be especially important for children to learn at home?","1=Mentioned, 2=Not mentioned",1.77
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q130,What should the government do about people from other countries coming to work?,"1=Let anyone come, 2=Let people come if jobs available, 3=Strict limits, 4=Prohibit",2.24
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q131,How secure do you feel these days?,"1=Very secure, 2=Quite secure, 3=Not very secure, 4=Not at all secure",2.41
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q132,How frequently do robberies occur in your neighborhood?,"1=Very frequently, 2=Quite frequently, 3=Not frequently, 4=Not at all frequently",2.85
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q133,How frequently does alcohol consumption in the streets occur in your neighborhood?,"1=Very frequently, 2=Quite frequently, 3=Not frequently, 4=Not at all frequently",2.73
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q134,How frequently does police or military interference with private life occur in your neighborhood?,"1=Very frequently, 2=Quite frequently, 3=Not frequently, 4=Not at all frequently",3.07
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q135,How frequently does racist behavior occur in your neighborhood?,"1=Very frequently, 2=Quite frequently, 3=Not frequently, 4=Not at all frequently",2.69
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q136,How frequently does drug sale in streets occur in your neighborhood?,"1=Very frequently, 2=Quite frequently, 3=Not frequently, 4=Not at all frequently",2.66
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q137,How frequently does street violence and fights occur in your neighborhood?,"1=Very frequently, 2=Quite frequently, 3=Not frequently, 4=Not at all frequently",2.92
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q138,How frequently does sexual harassment occur in your neighborhood?,"1=Very frequently, 2=Quite frequently, 3=Not frequently, 4=Not at all frequently",2.93
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q139,"For security reasons, have you avoided carrying much money?","1=Yes, 2=No",1.34
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q14,Do you consider determination and perseverance to be especially important for children to learn at home?,"1=Mentioned, 2=Not mentioned",1.61
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q140,"For security reasons, have you preferred not to go out at night?","1=Yes, 2=No",1.4
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q141,"For security reasons, have you carried a knife, gun or other weapon?","1=Yes, 2=No",1.63
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q142,How worried are you about losing your job or not finding a job?,"1=Very much, 2=A good deal, 3=Not much, 4=Not at all",2.57
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q143,How worried are you about not being able to give your children a good education?,"1=Very much, 2=A good deal, 3=Not much, 4=Not at all",2.41
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q144,Have you been the victim of a crime during the past year?,"1=Yes, 2=No",1.81
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q145,Has someone in your family been the victim of a crime during the past year?,"1=Yes, 2=No",1.78
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q146,How worried are you about a war involving your country?,"1=Very much, 2=A good deal, 3=Not much, 4=Not at all",2.04
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q147,How worried are you about a terrorist attack?,"1=Very much, 2=A good deal, 3=Not much, 4=Not at all",2.25
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q148,How worried are you about a civil war?,"1=Very much, 2=A good deal, 3=Not much, 4=Not at all",2.44
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q149,"If you had to choose between freedom and equality, which would you consider more important?","1=Freedom, 2=Equality",1.33
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q150,"If you had to choose between freedom and security, which would you consider more important?","1=Freedom, 2=Security",1.43
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q151,"If it came to that, would you be willing to fight for your country?","1=Yes, 2=No",1.62
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q152,What should be the most important aim of the country for the next ten years? (First choice),"1=High economic growth, 2=Strong defense, 3=More say in jobs/community, 4=More beautiful cities",1.9
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q153,What should be the most important aim of the country for the next ten years? (Second choice),"1=High economic growth, 2=Strong defense, 3=More say in jobs/community, 4=More beautiful cities",1.87
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q154,Which is most important? (First choice),"1=Maintaining order, 2=Giving people more say, 3=Fighting rising prices, 4=Protecting free speech",2.24
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q155,Which is most important? (Second choice),"1=Maintaining order, 2=Giving people more say, 3=Fighting rising prices, 4=Protecting free speech",2.61
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q156,Which is most important? (First choice),"1=Stable economy, 2=More humane society, 3=Ideas count more than money, 4=Fight against crime",1.81
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q157,Which is most important? (Second choice),"1=Stable economy, 2=More humane society, 3=Ideas count more than money, 4=Fight against crime",2.52
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q158,"Science and technology are making our lives healthier, easier, and more comfortable.",1=Completely disagree to 10=Completely agree,6.49
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q159,"Because of science and technology, there will be more opportunities for the next generation.",1=Completely disagree to 10=Completely agree,6.79
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q16,Do you consider not being selfish (unselfishness) to be especially important for children to learn at home?,"1=Mentioned, 2=Not mentioned",1.72
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q161,One of the bad effects of science is that it breaks down people's ideas of right and wrong.,1=Completely disagree to 10=Completely agree,5.22
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q162,It is not important for me to know about science in my daily life.,1=Completely disagree to 10=Completely agree,4.49
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q163,Would you say the world is better off or worse off because of science and technology?,1=A lot worse off to 10=A lot better off,6.32
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q17,Do you consider obedience to be especially important for children to learn at home?,"1=Mentioned, 2=Not mentioned",1.68
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q176,How much do you agree that one often has trouble deciding which moral rules are right?,1=Completely agree to 10=Completely disagree,4.94
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q177,Can claiming government benefits to which you are not entitled ever be justified?,1=Never justifiable to 10=Always justifiable,3.31
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q178,Can avoiding a fare on public transport ever be justified?,1=Never justifiable to 10=Always justifiable,4.36
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q179,Can stealing property ever be justified?,1=Never justifiable to 10=Always justifiable,2.5
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q18,Would you not like to have drug addicts as neighbors?,"1=Mentioned, 2=Not mentioned",1.07
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q180,Can cheating on taxes ever be justified?,1=Never justifiable to 10=Always justifiable,2.37
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q181,Can someone accepting a bribe in the course of their duties ever be justified?,1=Never justifiable to 10=Always justifiable,2.46
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q182,Can homosexuality ever be justified?,1=Never justifiable to 10=Always justifiable,6.69
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q183,Can prostitution ever be justified?,1=Never justifiable to 10=Always justifiable,3.45
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q184,Can abortion ever be justified?,1=Never justifiable to 10=Always justifiable,4.86
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q185,Can divorce ever be justified?,1=Never justifiable to 10=Always justifiable,6.43
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q186,Can sex before marriage ever be justified?,1=Never justifiable to 10=Always justifiable,6.88
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q187,Can suicide ever be justified?,1=Never justifiable to 10=Always justifiable,3.39
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q188,Can euthanasia ever be justified?,1=Never justifiable to 10=Always justifiable,4.9
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q189,Can a man beating his wife ever be justified?,1=Never justifiable to 10=Always justifiable,1.68
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q19,Would you not like to have people of a different race as neighbors?,"1=Mentioned, 2=Not mentioned",1.98
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q190,Can parents beating children ever be justified?,1=Never justifiable to 10=Always justifiable,2.45
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q191,Can violence against other people ever be justified?,1=Never justifiable to 10=Always justifiable,2.6
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q192,"Can terrorism as a political, ideological or religious means ever be justified?",1=Never justifiable to 10=Always justifiable,1.95
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q193,Can having casual sex ever be justified?,1=Never justifiable to 10=Always justifiable,6.22
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q194,Can political violence ever be justified?,1=Never justifiable to 10=Always justifiable,2.56
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q195,Can the death penalty ever be justified?,1=Never justifiable to 10=Always justifiable,5.14
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q196,Should the government have the right to keep people under video surveillance in public areas?,"1=Definitely should, 2=Probably should, 3=Probably should not, 4=Definitely should not",2.18
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q197,Should the government have the right to monitor all e-mails and information on the Internet?,"1=Definitely should, 2=Probably should, 3=Probably should not, 4=Definitely should not",3.1
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q198,Should the government have the right to collect information about anyone without their knowledge?,"1=Definitely should, 2=Probably should, 3=Probably should not, 4=Definitely should not",3.02
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q199,How interested would you say you are in politics?,"1=Very interested, 2=Somewhat interested, 3=Not very interested, 4=Not at all interested",2.73
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q2,How important are friends in your life?,"1=Very important, 2=Rather important, 3=Not very important, 4=Not at all important",1.66
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q20,Would you not like to have people who have AIDS as neighbors?,"1=Mentioned, 2=Not mentioned",1.83
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q200,"When you get together with friends, do you discuss political matters?","1=Frequently, 2=Occasionally, 3=Never",1.67
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q201,How often do you use daily newspapers to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",3.93
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q202,How often do you use TV news to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",2.82
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q203,How often do you use radio news to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",3.13
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q204,How often do you use mobile phone to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",1.9
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q205,How often do you use email to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",3.03
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q206,How often do you use the Internet to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",1.8
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q207,"How often do you use social media (Facebook, Twitter, etc.) to obtain information?","1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",1.92
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q208,How often do you talk with friends or colleagues to obtain information?,"1=Daily, 2=Weekly, 3=Monthly, 4=Less than monthly, 5=Never",2.28
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q209,"Have you signed a petition, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",1.7
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q21,Would you not like to have immigrants/foreign workers as neighbors?,"1=Mentioned, 2=Not mentioned",1.92
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q210,"Have you joined in boycotts, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",2.27
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q211,"Have you attended peaceful demonstrations, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",2.18
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q212,"Have you joined strikes, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",2.42
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q213,"Have you donated to a group or campaign, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",1.99
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q214,"Have you contacted a government official, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",2.26
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q216,"Have you encouraged others to vote, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",1.82
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q217,"Have you searched online for information about politics, might you, or would you never?","1=Have done, 2=Might do, 3=Would never do",1.7
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q218,"Have you signed an electronic petition, might you do it, or would you never do it?","1=Have done, 2=Might do, 3=Would never do",1.68
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q219,"Have you encouraged others online to take political action, might you, or would you never?","1=Have done, 2=Might do, 3=Would never do",1.95
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q22,Would you not like to have homosexuals as neighbors?,"1=Mentioned, 2=Not mentioned",1.87
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q220,"Have you organized political activities or protests online, might you, or would you never?","1=Have done, 2=Might do, 3=Would never do",2.46
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q221,"When elections take place at the local level, do you vote always, usually, or never?","1=Always, 2=Usually, 3=Never, 4=Not allowed to vote",2.44
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q222,"When elections take place at the national level, do you vote always, usually, or never?","1=Always, 2=Usually, 3=Never, 4=Not allowed to vote",2.23
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q223,"If there were a national election tomorrow, for which party would you vote?",Country-specific party code,657602.73
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q224,How often are votes counted fairly in this country's elections?,"1=Very often, 2=Fairly often, 3=Not often, 4=Not at all often",2.5
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q225,How often are opposition candidates prevented from running?,"1=Very often, 2=Fairly often, 3=Not often, 4=Not at all often",2.52
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q226,How often does TV news favor the governing party?,"1=Very often, 2=Fairly often, 3=Not often, 4=Not at all often",2.16
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q227,How often are voters bribed?,"1=Very often, 2=Fairly often, 3=Not often, 4=Not at all often",2.48
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q228,How often do journalists provide fair coverage of elections?,"1=Very often, 2=Fairly often, 3=Not often, 4=Not at all often",2.79
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q229,How often are election officials fair?,"1=Very often, 2=Fairly often, 3=Not often, 4=Not at all often",2.75
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q23,Would you not like to have people of a different religion as neighbors?,"1=Mentioned, 2=Not mentioned",1.97
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q230,How often do rich people buy elections?,"1=Very often, 2=Fairly often, 3=Not often, 4=Not at all often",2.19
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q231,How often are voters threatened with violence at the polls?,"1=Very often, 2=Fairly often, 3=Not often, 4=Not at all often",2.88
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q232,How often are voters offered a genuine choice in elections?,"1=Very often, 2=Fairly often, 3=Not often, 4=Not at all often",2.46
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q233,How often do women have equal opportunities to run for office?,"1=Very often, 2=Fairly often, 3=Not often, 4=Not at all often",2.44
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q234,How important is having honest elections for you?,"1=Very important, 2=Rather important, 3=Not very important, 4=Not at all important",1.83
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q235,Having a strong leader who does not have to bother with parliament and elections — is this good or bad?,"1=Very good, 2=Fairly good, 3=Fairly bad, 4=Very bad",2.61
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q236,"Having experts, not government, make decisions — is this good or bad?","1=Very good, 2=Fairly good, 3=Fairly bad, 4=Very bad",2.29
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q237,Having the army rule — is this good or bad?,"1=Very good, 2=Fairly good, 3=Fairly bad, 4=Very bad",2.93
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q238,Having a democratic political system — is this good or bad?,"1=Very good, 2=Fairly good, 3=Fairly bad, 4=Very bad",2.16
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q24,Would you not like to have heavy drinkers as neighbors?,"1=Mentioned, 2=Not mentioned",1.21
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q240,"In political matters, where would you place your views on a left-right scale?",1=Left to 10=Right,5.02
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q241,How essential is it for democracy that governments tax the rich and subsidize the poor?,1=Not essential to 10=Essential,6.03
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q243,How essential is it for democracy that people choose their leaders in free elections?,1=Not essential to 10=Essential,7.08
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q244,How essential is it for democracy that people receive state aid for unemployment?,1=Not essential to 10=Essential,5.91
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q245,How essential is it for democracy that the army takes over when government is incompetent?,1=Not essential to 10=Essential,4.7
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q246,How essential is it for democracy that civil rights protect people from state oppression?,1=Not essential to 10=Essential,6.68
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q247,How essential is it for democracy that the state makes people's incomes equal?,1=Not essential to 10=Essential,5.22
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q248,How essential is it for democracy that people obey their rulers?,1=Not essential to 10=Essential,5.44
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q249,How essential is it for democracy that women have the same rights as men?,1=Not essential to 10=Essential,7.46
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q25,Would you not like to have unmarried couples living together as neighbors?,"1=Mentioned, 2=Not mentioned",1.98
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q250,How important is it for you to live in a country that is governed democratically?,1=Not at all important to 10=Absolutely important,6.75
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q251,How democratically is this country being governed today?,1=Not at all democratic to 10=Completely democratic,5.13
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q252,How satisfied are you with how the political system is functioning in your country?,1=Not satisfied at all to 10=Completely satisfied,4.22
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q253,How much respect is there for individual human rights in this country?,"1=A great deal, 2=Fairly much, 3=Not much, 4=No respect at all",2.59
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q254,How proud are you to be a citizen of your country?,"1=Very proud, 2=Quite proud, 3=Not very proud, 4=Not at all proud",2.31
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q255,"How close do you feel to your village, town, or city?","1=Very close, 2=Close, 3=Not very close, 4=Not close at all",2.28
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q256,"How close do you feel to your county, region, or district?","1=Very close, 2=Close, 3=Not very close, 4=Not close at all",2.32
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q257,How close do you feel to your country?,"1=Very close, 2=Close, 3=Not very close, 4=Not close at all",2.35
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q258,How close do you feel to your continent?,"1=Very close, 2=Close, 3=Not very close, 4=Not close at all",2.48
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q259,How close do you feel to the world?,"1=Very close, 2=Close, 3=Not very close, 4=Not close at all",2.62
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q26,Would you not like to have people who speak a different language as neighbors?,"1=Mentioned, 2=Not mentioned",1.91
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q27,One of my main goals in life has been to make my parents proud.,"1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree",1.86
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q28,"When a mother works for pay, the children suffer.","1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree",3.09
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q29,"On the whole, men make better political leaders than women do.","1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree",3.2
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q3,How important is leisure time in your life?,"1=Very important, 2=Rather important, 3=Not very important, 4=Not at all important",2.02
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q30,A university education is more important for a boy than for a girl.,"1=Strongly agree, 2=Agree, 3=Disagree, 4=Strongly disagree",3.31
