persona_id,country,sex,age_group,education,n_respondents,question_id,mean_response
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q194,2.56
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q195,5.14
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q196,2.18
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q197,3.1
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q198,3.02
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q199,2.73
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q2,1.66
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q20,1.83
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q200,1.67
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q201,3.93
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q202,2.82
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q203,3.13
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q204,1.9
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q205,3.03
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q206,1.8
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q207,1.92
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q208,2.28
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q209,1.7
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q21,1.92
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q210,2.27
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q211,2.18
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q212,2.42
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q213,1.99
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q214,2.26
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q216,1.82
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q217,1.7
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q218,1.68
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q219,1.95
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q22,1.87
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q220,2.46
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q221,2.44
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q222,2.23
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q223,657602.73
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q224,2.5
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q225,2.52
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q226,2.16
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q227,2.48
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q228,2.79
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q229,2.75
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q23,1.97
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q230,2.19
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q231,2.88
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q232,2.46
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q233,2.44
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q234,1.83
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q235,2.61
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q236,2.29
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q237,2.93
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q238,2.16
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q24,1.21
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q240,5.02
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q241,6.03
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q243,7.08
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q244,5.91
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q245,4.7
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q246,6.68
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q247,5.22
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q248,5.44
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q249,7.46
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q25,1.98
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q250,6.75
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q251,5.13
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q252,4.22
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q253,2.59
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q254,2.31
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q255,2.28
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q256,2.32
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q257,2.35
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q258,2.48
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q259,2.62
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q26,1.91
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q27,1.86
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q28,3.09
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q29,3.2
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q3,2.02
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q30,3.31
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q31,3.31
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q32,2.15
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q33,3.74
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q34,3
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q35,3.51
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q36,2.06
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q37,3.52
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q38,2.73
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q39,2.89
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q4,2.69
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q40,2.55
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q41,3.15
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q42,1.84
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q43,1.91
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q44,1.74
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q45,1.51
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q46,1.99
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q47,2.2
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q48,7.23
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q49,6.82
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q5,1.7
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q50,5.51
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q51,3.37
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q52,3.38
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q53,3.08
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q54,3.05
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q55,3.79
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q56,1.92
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q57,1.72
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q58,1.61
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q59,2.55
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q60,2.08
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q61,3.09
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q62,2.41
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q63,2.4
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q65,2.22
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q66,3.19
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q67,3.1
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q68,2.84
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q69,2.44
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q7,1.46
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q70,2.53
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q71,3.04
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q72,3.15
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q73,3.02
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q74,2.88
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q75,2.54
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q76,3.03
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q77,2.9
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q78,2.64
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q79,2.42
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q8,1.42
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q80,2.45
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q81,2.3
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q82,2.74
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q83,2.65
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q84,2.86
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q85,2.78
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q86,2.73
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q87,2.81
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q88,2.66
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q89,2.77
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q9,1.43
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q90,4.87
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q95,0.39
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q96,0.61
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q97,0.2
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q98,0.42
USA_Female_18-29_Medium,USA,Female,18-29,Medium,184,Q99,0.28
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q1,1.25
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q10,1.45
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q100,0.88
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q101,0.61
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q102,0.21
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q103,0.17
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q104,0.12
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q105,0.4
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q106,4.54
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q107,4.24
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q108,5.2
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q109,3.49
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q11,1.6
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q110,4.14
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q111,1.48
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q112,7.77
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q113,2.33
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q114,2.54
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q115,2.18
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q116,2.12
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q117,2.36
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q118,1.93
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q119,1.97
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q12,1.29
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q120,5.27
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q121,3.83
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q122,1.8
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q123,1.8
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q124,0.89
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q125,1.33
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q126,0.86
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q127,1.62
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q128,0.86
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q129,1.28
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q13,1.67
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q130,1.98
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q131,2.06
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q132,3.09
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q133,2.84
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q134,3.22
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q135,2.87
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q136,3.04
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q137,3.29
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q138,3.16
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q139,1.38
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q14,1.48
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q140,1.56
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q141,1.63
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q142,2.72
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q143,2.88
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q144,1.85
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q145,1.83
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q146,2.07
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q147,2.61
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q148,3.1
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q149,1.39
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q150,1.17
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q151,1.47
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q152,1.8
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q153,1.96
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q154,2.42
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q155,2.8
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q156,1.85
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q157,2.39
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q158,8.29
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q159,7.74
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q16,1.62
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q161,3.43
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q162,3.2
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q163,8.54
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q17,1.85
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q176,5.75
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q177,3.17
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q178,3.81
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q179,2.35
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q18,1.05
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q180,2.69
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q181,2.34
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q182,7.69
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q183,4.96
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q184,6.15
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q185,6.93
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q186,7.5
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q187,3.92
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q188,5.9
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q189,1.62
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q19,1.98
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q190,2.39
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q191,3.21
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q192,1.88
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q193,7.15
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q194,2.66
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q195,4.89
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q196,2.3
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q197,3.33
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q198,3.28
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q199,1.96
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q2,1.53
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q20,1.85
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q200,1.17
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q201,3.48
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q202,2.88
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q203,2.71
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q204,1.7
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q205,2.81
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q206,1.41
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q207,1.89
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q208,1.87
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q209,1.43
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q21,1.95
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q210,1.93
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q211,1.91
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q212,2.23
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q213,1.59
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q214,1.7
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q216,1.38
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q217,1.35
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q218,1.46
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q219,1.61
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q22,1.9
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q220,2.14
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q221,2
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q222,1.59
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q223,764264.7
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q224,1.73
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q225,2.5
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q226,2.2
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q227,2.82
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q228,2.69
USA_Male_18-29_Higher,USA,Male,18-29,Higher,123,Q229,1.93
