persona_id,model,model_origin,country,sex,age_group,education,query_idx,raw_response,parsed_value,is_valid,response_time_sec,timestamp
CHN_Female_18-29_Higher,gemma3,USA,CHN,Female,18-29,Higher,88,1,1,True,0.314,2026-03-01T19:10:28.298031
CHN_Female_18-29_Higher,gemma3,USA,CHN,Female,18-29,Higher,89,1,1,True,0.292,2026-03-01T19:10:28.590438
CHN_Female_18-29_Higher,gemma3,USA,CHN,Female,18-29,Higher,90,1,1,True,0.289,2026-03-01T19:10:28.879907
CHN_Female_18-29_Higher,gemma3,USA,CHN,Female,18-29,Higher,91,1,1,True,0.292,2026-03-01T19:10:29.172071
CHN_Female_18-29_Higher,gemma3,USA,CHN,Female,18-29,Higher,92,1,1,True,0.321,2026-03-01T19:10:29.493119
CHN_Female_18-29_Higher,gemma3,USA,CHN,Female,18-29,Higher,93,1,1,True,0.28,2026-03-01T19:10:29.773577
CHN_Female_18-29_Higher,gemma3,USA,CHN,Female,18-29,Higher,94,1,1,True,0.285,2026-03-01T19:10:30.058603
CHN_Female_18-29_Higher,gemma3,USA,CHN,Female,18-29,Higher,95,1,1,True,0.288,2026-03-01T19:10:30.347019
CHN_Female_18-29_Higher,gemma3,USA,CHN,Female,18-29,Higher,96,1,1,True,0.293,2026-03-01T19:10:30.640003
CHN_Female_18-29_Higher,gemma3,USA,CHN,Female,18-29,Higher,97,1,1,True,0.281,2026-03-01T19:10:30.921529
CHN_Female_18-29_Higher,gemma3,USA,CHN,Female,18-29,Higher,98,1,1,True,0.326,2026-03-01T19:10:31.247833
CHN_Female_18-29_Higher,gemma3,USA,CHN,Female,18-29,Higher,99,1,1,True,0.296,2026-03-01T19:10:31.544310
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,0,1,1,True,0.35,2026-03-01T19:10:32.002374
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,1,1,1,True,0.284,2026-03-01T19:10:32.286429
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,2,1,1,True,0.279,2026-03-01T19:10:32.565418
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,3,1,1,True,0.292,2026-03-01T19:10:32.857392
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,4,1,1,True,0.283,2026-03-01T19:10:33.140583
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,5,1,1,True,0.302,2026-03-01T19:10:33.442728
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,6,1,1,True,0.294,2026-03-01T19:10:33.736597
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,7,1,1,True,0.291,2026-03-01T19:10:34.027570
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,8,1,1,True,0.289,2026-03-01T19:10:34.316742
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,9,1,1,True,0.275,2026-03-01T19:10:34.591497
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,10,1,1,True,0.293,2026-03-01T19:10:34.884693
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,11,1,1,True,0.293,2026-03-01T19:10:35.177620
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,12,1,1,True,0.305,2026-03-01T19:10:35.483009
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,13,1,1,True,0.291,2026-03-01T19:10:35.773930
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,14,1,1,True,0.303,2026-03-01T19:10:36.076664
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,15,1,1,True,0.289,2026-03-01T19:10:36.365667
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,16,1,1,True,0.284,2026-03-01T19:10:36.649900
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,17,1,1,True,0.294,2026-03-01T19:10:36.943738
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,18,1,1,True,0.285,2026-03-01T19:10:37.229155
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,19,1,1,True,0.283,2026-03-01T19:10:37.512260
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,20,1,1,True,0.286,2026-03-01T19:10:37.798351
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,21,1,1,True,0.286,2026-03-01T19:10:38.084422
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,22,1,1,True,0.285,2026-03-01T19:10:38.369316
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,23,1,1,True,0.297,2026-03-01T19:10:38.666323
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,24,1,1,True,0.287,2026-03-01T19:10:38.953039
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,25,1,1,True,0.288,2026-03-01T19:10:39.241568
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,26,1,1,True,0.299,2026-03-01T19:10:39.540859
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,27,1,1,True,0.283,2026-03-01T19:10:39.823422
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,28,1,1,True,0.284,2026-03-01T19:10:40.107905
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,29,1,1,True,0.281,2026-03-01T19:10:40.389156
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,30,1,1,True,0.285,2026-03-01T19:10:40.674351
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,31,1,1,True,0.293,2026-03-01T19:10:40.967510
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,32,1,1,True,0.282,2026-03-01T19:10:41.249431
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,33,1,1,True,0.289,2026-03-01T19:10:41.538138
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,34,1,1,True,0.275,2026-03-01T19:10:41.812763
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,35,1,1,True,0.28,2026-03-01T19:10:42.093245
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,36,1,1,True,0.282,2026-03-01T19:10:42.374893
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,37,1,1,True,0.282,2026-03-01T19:10:42.656700
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,38,1,1,True,0.288,2026-03-01T19:10:42.944607
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,39,1,1,True,0.28,2026-03-01T19:10:43.225157
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,40,1,1,True,0.292,2026-03-01T19:10:43.517424
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,41,1,1,True,0.285,2026-03-01T19:10:43.802410
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,42,1,1,True,0.292,2026-03-01T19:10:44.094804
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,43,1,1,True,0.295,2026-03-01T19:10:44.390040
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,44,1,1,True,0.28,2026-03-01T19:10:44.669760
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,45,1,1,True,0.271,2026-03-01T19:10:44.940614
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,46,1,1,True,0.288,2026-03-01T19:10:45.228762
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,47,1,1,True,0.296,2026-03-01T19:10:45.525072
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,48,1,1,True,0.281,2026-03-01T19:10:45.806026
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,49,1,1,True,0.29,2026-03-01T19:10:46.096196
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,50,1,1,True,0.321,2026-03-01T19:10:46.417384
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,51,1,1,True,0.28,2026-03-01T19:10:46.697862
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,52,1,1,True,0.278,2026-03-01T19:10:46.976293
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,53,1,1,True,0.283,2026-03-01T19:10:47.259414
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,54,1,1,True,0.292,2026-03-01T19:10:47.551171
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,55,1,1,True,0.305,2026-03-01T19:10:47.855963
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,56,1,1,True,0.28,2026-03-01T19:10:48.136355
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,57,1,1,True,0.276,2026-03-01T19:10:48.412571
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,58,1,1,True,0.276,2026-03-01T19:10:48.688984
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,59,1,1,True,0.292,2026-03-01T19:10:48.981344
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,60,1,1,True,0.295,2026-03-01T19:10:49.276735
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,61,1,1,True,0.293,2026-03-01T19:10:49.569993
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,62,1,1,True,0.284,2026-03-01T19:10:49.854286
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,63,1,1,True,0.299,2026-03-01T19:10:50.153585
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,64,1,1,True,0.289,2026-03-01T19:10:50.442509
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,65,1,1,True,0.292,2026-03-01T19:10:50.734853
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,66,1,1,True,0.281,2026-03-01T19:10:51.016373
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,67,1,1,True,0.3,2026-03-01T19:10:51.316255
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,68,1,1,True,0.298,2026-03-01T19:10:51.614033
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,69,1,1,True,0.297,2026-03-01T19:10:51.911371
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,70,1,1,True,0.28,2026-03-01T19:10:52.191662
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,71,1,1,True,0.298,2026-03-01T19:10:52.489652
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,72,1,1,True,0.296,2026-03-01T19:10:52.786253
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,73,1,1,True,0.285,2026-03-01T19:10:53.071680
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,74,1,1,True,0.292,2026-03-01T19:10:53.363818
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,75,1,1,True,0.315,2026-03-01T19:10:53.678916
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,76,1,1,True,0.302,2026-03-01T19:10:53.980537
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,77,1,1,True,0.291,2026-03-01T19:10:54.271642
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,78,1,1,True,0.315,2026-03-01T19:10:54.586622
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,79,1,1,True,0.287,2026-03-01T19:10:54.874135
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,80,1,1,True,0.295,2026-03-01T19:10:55.169207
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,81,1,1,True,0.308,2026-03-01T19:10:55.477800
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,82,1,1,True,0.299,2026-03-01T19:10:55.776694
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,83,1,1,True,0.298,2026-03-01T19:10:56.074381
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,84,1,1,True,0.289,2026-03-01T19:10:56.363583
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,85,1,1,True,0.28,2026-03-01T19:10:56.644072
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,86,1,1,True,0.289,2026-03-01T19:10:56.933537
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,87,1,1,True,0.279,2026-03-01T19:10:57.212240
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,88,1,1,True,0.283,2026-03-01T19:10:57.495011
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,89,1,1,True,0.307,2026-03-01T19:10:57.802459
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,90,1,1,True,0.289,2026-03-01T19:10:58.091703
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,91,1,1,True,0.29,2026-03-01T19:10:58.381823
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,92,1,1,True,0.306,2026-03-01T19:10:58.688262
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,93,1,1,True,0.308,2026-03-01T19:10:58.996435
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,94,1,1,True,0.304,2026-03-01T19:10:59.300854
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,95,1,1,True,0.29,2026-03-01T19:10:59.590489
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,96,1,1,True,0.301,2026-03-01T19:10:59.891671
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,97,1,1,True,0.319,2026-03-01T19:11:00.210906
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,98,1,1,True,0.295,2026-03-01T19:11:00.506002
CHN_Female_18-29_Lower,gemma3,USA,CHN,Female,18-29,Lower,99,1,1,True,0.298,2026-03-01T19:11:00.804213
CHN_Female_18-29_Medium,gemma3,USA,CHN,Female,18-29,Medium,0,1,1,True,0.346,2026-03-01T19:11:01.155577
CHN_Female_18-29_Medium,gemma3,USA,CHN,Female,18-29,Medium,1,1,1,True,0.285,2026-03-01T19:11:01.440379
CHN_Female_18-29_Medium,gemma3,USA,CHN,Female,18-29,Medium,2,1,1,True,0.288,2026-03-01T19:11:01.728355
CHN_Female_18-29_Medium,gemma3,USA,CHN,Female,18-29,Medium,3,1,1,True,0.297,2026-03-01T19:11:02.025404
CHN_Female_18-29_Medium,gemma3,USA,CHN,Female,18-29,Medium,4,1,1,True,0.275,2026-03-01T19:11:02.300959
CHN_Female_18-29_Medium,gemma3,USA,CHN,Female,18-29,Medium,5,1,1,True,0.28,2026-03-01T19:11:02.581349
CHN_Female_18-29_Medium,gemma3,USA,CHN,Female,18-29,Medium,6,1,1,True,0.281,2026-03-01T19:11:02.862089
CHN_Female_18-29_Medium,gemma3,USA,CHN,Female,18-29,Medium,7,1,1,True,0.279,2026-03-01T19:11:03.141056
CHN_Female_18-29_Medium,gemma3,USA,CHN,Female,18-29,Medium,8,1,1,True,0.299,2026-03-01T19:11:03.439708
CHN_Female_18-29_Medium,gemma3,USA,CHN,Female,18-29,Medium,9,1,1,True,0.288,2026-03-01T19:11:03.727390
